Celebrity,Current Ranking,Current Price,Avg. 21-Day Price,Avg. 21-Day Price/Current Price,All-Time High Price,All-Time High Price/Current Price,Days Since All-Time High Price,Gender,Age,Upcoming Birthday,U.S. Nationality,Living Status,Celebrity Bucks Recommendation,Last Update
Will Smith,272,13000,6000,0.462,722000,55.538,1786,Male,52,No upcoming birthday,U.S. national,Alive,Hold,36:01.3
Rupert Everett,273,13000,1000,0.077,37000,2.846,1635,Male,61,No upcoming birthday,Foreign to U.S.,Alive,Hold,36:02.7
Denzel Washington,274,13000,3000,0.231,539000,41.462,2265,Male,65,No upcoming birthday,U.S. national,Alive,Hold,36:04.2
Mary Steenburgen,275,13000,4000,0.308,85000,6.538,2595,Female,67,No upcoming birthday,U.S. national,Alive,Hold,36:05.4
Christine Baranski,276,13000,1000,0.077,149000,11.462,1390,Female,68,No upcoming birthday,U.S. national,Alive,Hold,36:06.6
Andy Richter,277,13000,1000,0.077,96000,7.385,1982,Male,54,No upcoming birthday,U.S. national,Alive,Hold,36:07.9
Geri Halliwell,278,13000,1000,0.077,239000,18.385,2221,Female,48,No upcoming birthday,Foreign to U.S.,Alive,Hold,36:11.0
Nicki Minaj,279,12000,17000,1.417,1652000,137.667,1968,Female,38,No upcoming birthday,Foreign to U.S.,Alive,Hold,36:12.3
Rupert Grint,280,12000,1000,0.083,201000,16.75,1277,Male,32,No upcoming birthday,Foreign to U.S.,Alive,Hold,36:13.6
Candice Bergen,281,12000,2000,0.167,217000,18.083,805,Female,74,No upcoming birthday,U.S. national,Alive,Hold,36:14.9
Rachel Bilson,282,12000,1000,0.083,337000,28.083,2226,Female,39,No upcoming birthday,U.S. national,Alive,Hold,36:16.1
Josh Gad,283,12000,3000,0.25,261000,21.75,1188,Male,39,No upcoming birthday,U.S. national,Alive,Hold,36:17.4
Heather Graham,284,12000,2000,0.167,111000,9.25,2518,Female,50,No upcoming birthday,U.S. national,Alive,Hold,36:18.7
JoJo,285,12000,10000,0.833,1107000,92.25,1591,NaN,NaN,NaN,NaN,NaN,Sell,36:21.1
Donald Glover,286,12000,1000,0.083,678000,56.5,948,Male,37,No upcoming birthday,U.S. national,Alive,Hold,36:22.3
Lil Mama,287,12000,1000,0.083,107000,8.917,2572,Female,31,No upcoming birthday,U.S. national,Alive,Hold,36:23.5
Katy Perry,288,12000,18000,1.5,2157000,179.75,2138,Female,36,No upcoming birthday,U.S. national,Alive,Hold,36:24.8
Keira Knightley,289,12000,1000,0.083,379000,31.583,2225,Female,35,No upcoming birthday,Foreign to U.S.,Alive,Hold,36:26.1
Dianne Wiest,290,12000,2000,0.167,69000,5.75,2146,Female,72,No upcoming birthday,U.S. national,Alive,Hold,36:27.4
David Tennant,291,12000,1000,0.083,216000,18,2145,Male,49,No upcoming birthday,Foreign to U.S.,Alive,Hold,36:28.7
Bob Dylan,292,12000,18000,1.5,388000,32.333,1503,Male,79,No upcoming birthday,U.S. national,Alive,Sell,36:30.0
Sofia Vergara,293,12000,4000,0.333,939000,78.25,1844,Female,48,No upcoming birthday,Foreign to U.S.,Alive,Hold,36:31.3
Mads Mikkelsen,294,12000,13000,1.083,178000,14.833,29,Male,55,No upcoming birthday,Foreign to U.S.,Alive,Hold,36:32.6
Jesse James,295,12000,2000,0.167,106000,8.833,1366,Male,31,No upcoming birthday,U.S. national,Alive,Hold,36:33.8
Evan Rachel Wood,296,12000,1000,0.083,349000,29.083,2387,Female,33,No upcoming birthday,U.S. national,Alive,Hold,36:35.1
Kat Dennings,297,12000,1000,0.083,312000,26,2528,Female,34,No upcoming birthday,U.S. national,Alive,Hold,36:36.3
David Cross,298,12000,1000,0.083,175000,14.583,2078,Male,56,No upcoming birthday,U.S. national,Alive,Hold,36:37.8
Hugh Jackman,299,12000,8000,0.667,825000,68.75,2376,Male,52,No upcoming birthday,Foreign to U.S.,Alive,Hold,36:39.1
Elisabeth Moss,300,12000,1000,0.083,408000,34,1179,Female,38,No upcoming birthday,U.S. national,Alive,Hold,36:40.4
Naomi Watts,301,12000,3000,0.25,475000,39.583,1535,Female,52,No upcoming birthday,Foreign to U.S.,Alive,Hold,36:43.1
Bob Saget,302,12000,1000,0.083,282000,23.5,2506,Male,64,No upcoming birthday,U.S. national,Alive,Hold,36:44.7
Crissy Rock,303,12000,1000,0.083,12000,1,0,Female,62,No upcoming birthday,Foreign to U.S.,Alive,Hold,36:46.0
Isabelle Huppert,304,12000,1000,0.083,200000,16.667,1432,Female,67,No upcoming birthday,Foreign to U.S.,Alive,Hold,36:47.3
Tom Cruise,305,12000,5000,0.417,1018000,84.833,2380,Male,58,No upcoming birthday,U.S. national,Alive,Hold,36:48.8
Josh Peck,306,12000,1000,0.083,171000,14.25,1270,Male,34,No upcoming birthday,U.S. national,Alive,Hold,36:50.0
Dylan Walsh,307,12000,1000,0.083,21000,1.75,252,Male,57,No upcoming birthday,U.S. national,Alive,Hold,36:51.2
Lauren Ambrose,308,12000,1000,0.083,138000,11.5,1968,Female,42,No upcoming birthday,U.S. national,Alive,Hold,36:52.5
Rachel Griffiths,309,12000,1000,0.083,31000,2.583,2550,Female,51,Upcoming birthday,Foreign to U.S.,Alive,Hold,36:53.7
Anil Kapoor,310,12000,3000,0.25,84000,7,1017,Male,60,No upcoming birthday,Foreign to U.S.,Alive,Hold,36:55.0
Nicolas Cage,311,12000,14000,1.167,357000,29.75,622,Male,56,No upcoming birthday,U.S. national,Alive,Sell,36:56.4
Michele Placido,312,12000,1000,0.083,12000,1,74,Male,74,No upcoming birthday,Foreign to U.S.,Alive,Hold,36:57.7
Kristen Stewart,313,12000,21000,1.75,594000,49.5,1674,Female,30,No upcoming birthday,U.S. national,Alive,Hold,36:58.9
Lance Bass,314,12000,1000,0.083,447000,37.25,2181,Male,41,No upcoming birthday,U.S. national,Alive,Hold,37:00.2
Josh Duhamel,315,11000,2000,0.182,651000,59.182,1182,Male,48,No upcoming birthday,U.S. national,Alive,Hold,37:01.4
Vinny Guadagnino,316,11000,3000,0.273,70000,6.364,687,NaN,NaN,NaN,NaN,NaN,Hold,37:03.9
Garcelle Beauvais,317,11000,3000,0.273,121000,11,239,Female,54,No upcoming birthday,Foreign to U.S.,Alive,Hold,37:05.1
Jude Law,318,11000,6000,0.545,347000,31.545,1337,Male,47,No upcoming birthday,Foreign to U.S.,Alive,Hold,37:06.4
Fiona Shaw,319,11000,1000,0.091,37000,3.364,445,Female,62,No upcoming birthday,Foreign to U.S.,Alive,Hold,37:07.7
Ashley Benson,320,11000,2000,0.182,250000,22.727,210,Female,30,Upcoming birthday,U.S. national,Alive,Hold,37:11.1
Warwick Davis,321,11000,1000,0.091,201000,18.273,2247,Male,50,No upcoming birthday,Foreign to U.S.,Alive,Hold,37:12.8
Aubrey Plaza,322,11000,11000,1,291000,26.455,2275,Female,36,No upcoming birthday,U.S. national,Alive,Hold,37:14.0
Tim Allen,323,11000,5000,0.455,239000,21.727,861,Male,67,No upcoming birthday,U.S. national,Alive,Hold,37:15.3
Snoop Dogg,324,11000,11000,1,559000,50.818,1367,Male,49,No upcoming birthday,U.S. national,Alive,Hold,37:16.6
Miranda Otto,325,11000,1000,0.091,66000,6,2019,Female,52,Upcoming birthday,Foreign to U.S.,Alive,Hold,37:17.9
Gene Kelly,326,11000,1000,0.091,106000,9.636,1442,Male,83,No upcoming birthday,U.S. national,Dead,Hold,37:19.2
Busta Rhymes,327,11000,1000,0.091,284000,25.818,1954,Male,48,No upcoming birthday,U.S. national,Alive,Hold,37:20.4
Cate Blanchett,328,11000,2000,0.182,1310000,119.091,2475,Female,51,No upcoming birthday,Foreign to U.S.,Alive,Hold,37:21.7
Chloe Grace Moretz,329,11000,1000,0.091,388000,35.273,1738,Female,23,No upcoming birthday,U.S. national,Alive,Hold,37:23.0
Tina Fey,330,11000,3000,0.273,2015000,183.182,2159,Female,50,No upcoming birthday,U.S. national,Alive,Hold,37:24.3
Patti LaBelle,331,11000,1000,0.091,179000,16.273,2116,Female,76,No upcoming birthday,U.S. national,Alive,Hold,37:25.5
JWoww,332,11000,4000,0.364,496000,45.091,2541,NaN,NaN,NaN,NaN,NaN,Hold,37:27.9
Bruce Campbell,333,11000,1000,0.091,345000,31.364,2221,Male,62,No upcoming birthday,U.S. national,Alive,Hold,37:29.2
Jonah Hill,334,11000,1000,0.091,952000,86.545,2381,Male,36,No upcoming birthday,U.S. national,Alive,Hold,37:30.5
Kevin Bacon,335,11000,2000,0.182,295000,26.818,2454,Male,62,No upcoming birthday,U.S. national,Alive,Hold,37:31.8
T.I.,336,10000,6000,0.6,919000,91.9,1659,NaN,NaN,NaN,NaN,NaN,Hold,37:34.3
Adam Lambert,337,10000,3000,0.3,361000,36.1,654,Male,38,No upcoming birthday,U.S. national,Alive,Hold,37:35.5
Kandi Burruss,338,10000,12000,1.2,204000,20.4,1967,NaN,NaN,NaN,NaN,NaN,Hold,37:37.9
Rebel Wilson,339,10000,16000,1.6,333000,33.3,2038,Female,34,No upcoming birthday,Foreign to U.S.,Alive,Hold,37:39.1
Phil Spector,340,10000,1000,0.1,146000,14.6,2270,Male,NaN,No upcoming birthday,U.S. national,Alive,Hold,37:41.3
Princess Diana,341,10000,27000,2.7,1346000,134.6,1197,Female,36,No upcoming birthday,Foreign to U.S.,Dead,Sell,37:42.6
David Walliams,342,10000,1000,0.1,60000,6,2108,Male,49,No upcoming birthday,Foreign to U.S.,Alive,Hold,37:44.0
Rosanna Arquette,343,10000,1000,0.1,148000,14.8,1156,Female,61,No upcoming birthday,U.S. national,Alive,Hold,37:45.4
Tamar Braxton,344,10000,6000,0.6,519000,51.9,1857,NaN,NaN,NaN,NaN,NaN,Hold,37:47.8
Idris Elba,345,9000,4000,0.444,707000,78.556,268,Male,48,No upcoming birthday,Foreign to U.S.,Alive,Hold,37:49.1
Jimmy Buffett,346,9000,1000,0.111,128000,14.222,2010,Male,73,No upcoming birthday,U.S. national,Alive,Hold,37:50.8
Susan Egan,347,9000,1000,0.111,12000,1.333,874,Female,50,No upcoming birthday,U.S. national,Alive,Hold,37:52.0
Jeffrey Wright,348,9000,1000,0.111,129000,14.333,444,Male,55,No upcoming birthday,U.S. national,Alive,Hold,37:53.3
Ellen Pompeo,349,8000,7000,0.875,415000,51.875,2260,Female,51,No upcoming birthday,U.S. national,Alive,Hold,37:54.6
Elizabeth Berkley,350,8000,3000,0.375,208000,26,2585,Female,48,No upcoming birthday,U.S. national,Alive,Hold,37:55.8
Tamera Mowry,351,8000,2000,0.25,399000,49.875,763,NaN,NaN,NaN,NaN,NaN,Hold,37:58.2
Greg Germann,352,8000,1000,0.125,26000,3.25,245,Male,62,No upcoming birthday,U.S. national,Alive,Hold,37:59.4
Walton Goggins,353,8000,1000,0.125,135000,16.875,1241,Male,49,No upcoming birthday,U.S. national,Alive,Hold,38:00.7
Amanda Knox,354,8000,1000,0.125,227000,28.375,1533,Female,NaN,No upcoming birthday,U.S. national,Alive,Hold,38:01.9
Eddie Murphy,355,8000,1000,0.125,683000,85.375,354,Male,59,No upcoming birthday,U.S. national,Alive,Hold,38:03.2
Chad Michael Murray,356,8000,1000,0.125,249000,31.125,910,Male,39,No upcoming birthday,U.S. national,Alive,Hold,38:04.5
Benjamin McKenzie,357,8000,1000,0.125,58000,7.25,1904,NaN,NaN,NaN,NaN,NaN,Hold,38:06.9
Felicity Jones,358,8000,2000,0.25,137000,17.125,372,Female,37,No upcoming birthday,Foreign to U.S.,Alive,Hold,38:08.1
NeNe Leakes,359,8000,3000,0.375,461000,57.625,1990,Female,52,Upcoming birthday,U.S. national,Alive,Hold,38:09.4
Hugh Grant,360,8000,17000,2.125,272000,34,1581,Male,60,No upcoming birthday,Foreign to U.S.,Alive,Hold,38:10.6
Allison Mack,361,8000,1000,0.125,442000,55.25,961,Female,38,No upcoming birthday,Foreign to U.S.,Alive,Hold,38:11.8
Annie Lennox,362,8000,2000,0.25,267000,33.375,1949,Female,65,No upcoming birthday,Foreign to U.S.,Alive,Hold,38:13.2
Joey Fatone,363,8000,1000,0.125,153000,19.125,1584,Male,43,No upcoming birthday,U.S. national,Alive,Hold,38:14.4
Sandra Denton,364,8000,1000,0.125,21000,2.625,946,NaN,NaN,NaN,NaN,NaN,Hold,38:16.9
Solange Knowles,365,8000,2000,0.25,1601000,200.125,2403,Female,34,No upcoming birthday,U.S. national,Alive,Hold,38:18.1
Yvonne Strahovski,366,7000,1000,0.143,156000,22.286,2522,Female,38,No upcoming birthday,Foreign to U.S.,Alive,Hold,38:19.4
Anderson Cooper,367,7000,2000,0.286,389000,55.571,542,Male,53,No upcoming birthday,U.S. national,Alive,Hold,38:20.7
John Travolta,368,7000,7000,1,1059000,151.286,2473,Male,66,No upcoming birthday,U.S. national,Alive,Hold,38:22.0
 Zach Braff,369,7000,1000,0.143,303000,43.286,2517,Male,45,No upcoming birthday,U.S. national,Alive,Hold,38:23.3
Adam Scott,370,7000,1000,0.143,129000,18.429,1315,Male,47,No upcoming birthday,U.S. national,Alive,Hold,38:24.6
Ralph Waite,371,7000,1000,0.143,332000,47.429,2491,Male,85,No upcoming birthday,U.S. national,Dead,Hold,38:25.9
Jill Clayburgh,372,7000,1000,0.143,14000,2,2355,Female,66,No upcoming birthday,U.S. national,Dead,Hold,38:27.2
Sam Neill,373,7000,1000,0.143,190000,27.143,442,Male,73,No upcoming birthday,Foreign to U.S.,Alive,Hold,38:28.4
Katharine Hepburn,374,7000,1000,0.143,52000,7.429,505,Female,96,No upcoming birthday,U.S. national,Dead,Hold,38:29.7
Bingbing Fan,375,7000,1000,0.143,282000,40.286,799,NaN,NaN,NaN,NaN,NaN,Hold,38:32.2
Paul Hogan,376,7000,1000,0.143,105000,15,2611,Male,81,No upcoming birthday,Foreign to U.S.,Alive,Hold,38:33.7
B.J. Novak,377,7000,1000,0.143,130000,18.571,2501,NaN,NaN,NaN,NaN,NaN,Hold,38:36.1
Emma Roberts,378,7000,2000,0.286,409000,58.429,2529,Female,29,No upcoming birthday,U.S. national,Alive,Hold,38:37.4
Diana Ross,379,7000,2000,0.286,664000,94.857,1116,Female,76,No upcoming birthday,U.S. national,Alive,Hold,38:38.7
John Wayne,380,7000,1000,0.143,196000,28,1394,Male,72,No upcoming birthday,U.S. national,Dead,Hold,38:40.1
Nicole Richie,381,7000,1000,0.143,239000,34.143,2346,Female,39,No upcoming birthday,U.S. national,Alive,Hold,38:41.4
Penelope Cruz,382,7000,1000,0.143,322000,46,2250,Female,46,No upcoming birthday,Foreign to U.S.,Alive,Hold,38:42.7
John Cleese,383,7000,4000,0.571,133000,19,2251,Male,81,No upcoming birthday,Foreign to U.S.,Alive,Hold,38:44.1
David Berman,384,7000,1000,0.143,163000,23.286,490,NaN,NaN,NaN,NaN,NaN,Hold,38:46.5
Travis Fimmel,385,7000,1000,0.143,100000,14.286,2563,Male,41,No upcoming birthday,Foreign to U.S.,Alive,Hold,38:47.7
Mathieu Kassovitz,386,7000,1000,0.143,12000,1.714,576,Male,53,No upcoming birthday,Foreign to U.S.,Alive,Hold,38:48.9
Chris Rock,387,7000,2000,0.286,2820000,402.857,1746,Male,55,No upcoming birthday,U.S. national,Alive,Hold,38:50.3
Gabourey Sidibe,388,7000,6000,0.857,260000,37.143,2522,Female,37,No upcoming birthday,U.S. national,Alive,Sell,38:51.5
Paul Schneider,389,7000,1000,0.143,51000,7.286,871,Male,44,No upcoming birthday,U.S. national,Alive,Hold,38:52.8
Lucy Hale,390,7000,1000,0.143,221000,31.571,2319,Female,31,No upcoming birthday,U.S. national,Alive,Hold,38:54.1
Piers Morgan,391,7000,3000,0.429,521000,74.429,2481,Male,55,No upcoming birthday,Foreign to U.S.,Alive,Hold,38:55.3
Mos Def,392,7000,1000,0.143,150000,21.429,1791,Male,47,Upcoming birthday,U.S. national,Alive,Hold,38:56.5
Andy Griffith,393,7000,1000,0.143,196000,28,1106,Male,86,No upcoming birthday,U.S. national,Dead,Hold,38:57.8
Harry Shearer,394,7000,1000,0.143,620000,88.571,2037,Male,76,No upcoming birthday,U.S. national,Alive,Hold,38:59.1
Amy Winehouse,395,7000,1000,0.143,300000,42.857,2279,Female,27,No upcoming birthday,Foreign to U.S.,Dead,Hold,39:00.5
Ryan Phillippe,396,7000,3000,0.429,537000,76.714,1178,Male,46,No upcoming birthday,U.S. national,Alive,Hold,39:01.8
Howard Stern,397,7000,12000,1.714,425000,60.714,1996,Male,66,No upcoming birthday,U.S. national,Alive,Hold,39:03.1
Madonna,398,7000,12000,1.714,1235000,176.429,2114,Female,62,No upcoming birthday,U.S. national,Alive,Hold,39:04.4
Wayne Knight,399,7000,1000,0.143,272000,38.857,2460,Male,65,No upcoming birthday,U.S. national,Alive,Hold,39:05.7
Mindy Kaling,400,7000,6000,0.857,423000,60.429,1087,Female,41,No upcoming birthday,U.S. national,Alive,Hold,39:07.8
Gary Oldman,401,7000,6000,0.857,964000,137.714,2361,Male,62,No upcoming birthday,Foreign to U.S.,Alive,Hold,39:09.1
Shantel VanSanten,402,7000,1000,0.143,36000,5.143,2460,Female,35,No upcoming birthday,U.S. national,Alive,Hold,39:10.3
P!nk,403,7000,2000,0.286,365000,52.143,2590,NaN,NaN,NaN,NaN,NaN,Hold,39:12.9
Tommy Lee Jones,404,7000,1000,0.143,161000,23,2430,Male,74,No upcoming birthday,U.S. national,Alive,Hold,39:14.1
Chace Crawford,405,7000,1000,0.143,85000,12.143,2338,Male,35,No upcoming birthday,U.S. national,Alive,Hold,39:15.4
Vera Farmiga,406,7000,3000,0.429,145000,20.714,695,Female,47,No upcoming birthday,U.S. national,Alive,Hold,39:16.7
Linda Cardellini,407,7000,1000,0.143,92000,13.143,2080,Female,45,No upcoming birthday,U.S. national,Alive,Hold,39:17.9
Laura San Giacomo,408,7000,1000,0.143,34000,4.857,2094,Female,58,No upcoming birthday,U.S. national,Alive,Hold,39:19.1
Mary J. Blige,409,7000,1000,0.143,276000,39.429,1596,Female,49,No upcoming birthday,U.S. national,Alive,Hold,39:20.3
Glenn Close,410,7000,13000,1.857,687000,98.143,655,Female,73,No upcoming birthday,U.S. national,Alive,Hold,39:21.7
Robert Duvall,411,7000,1000,0.143,162000,23.143,2118,Male,89,No upcoming birthday,U.S. national,Alive,Hold,39:23.0
Amy Poehler,412,7000,1000,0.143,2231000,318.714,2523,Female,49,No upcoming birthday,U.S. national,Alive,Hold,39:24.3
Tim Robbins,413,7000,1000,0.143,128000,18.286,2395,Male,62,No upcoming birthday,U.S. national,Alive,Hold,39:25.7
Rider Strong,414,7000,1000,0.143,254000,36.286,2608,Male,41,Upcoming birthday,U.S. national,Alive,Hold,39:27.5
Isaiah Washington,415,7000,1000,0.143,285000,40.714,2471,Male,57,No upcoming birthday,U.S. national,Alive,Hold,39:28.8
Josh Lucas,416,7000,1000,0.143,84000,12,2512,Male,49,No upcoming birthday,U.S. national,Alive,Hold,39:30.1
Christina Applegate,417,7000,2000,0.286,188000,26.857,1961,Female,49,No upcoming birthday,U.S. national,Alive,Hold,39:31.4
Joel Madden,418,7000,1000,0.143,97000,13.857,2096,Male,41,No upcoming birthday,U.S. national,Alive,Hold,39:32.5
Gloria Estefan,419,7000,6000,0.857,151000,21.571,1861,Female,63,No upcoming birthday,Foreign to U.S.,Alive,Hold,39:34.0
Rachel Weisz,420,7000,1000,0.143,264000,37.714,965,Female,50,No upcoming birthday,Foreign to U.S.,Alive,Hold,39:35.3
Bruce Lee,421,7000,3000,0.429,188000,26.857,499,Male,32,No upcoming birthday,U.S. national,Dead,Hold,39:36.6
Summer Phoenix,422,7000,1000,0.143,182000,26,1228,Female,42,No upcoming birthday,U.S. national,Alive,Hold,39:37.8
Richard Thomas,423,7000,1000,0.143,21000,3,2474,Male,69,No upcoming birthday,U.S. national,Alive,Hold,39:40.3
Carmen Electra,424,7000,1000,0.143,159000,22.714,227,Female,48,No upcoming birthday,U.S. national,Alive,Hold,39:41.6
Daniel Radcliffe,425,7000,5000,0.714,656000,93.714,2233,Male,31,No upcoming birthday,Foreign to U.S.,Alive,Hold,39:42.9
Donna Mills,426,7000,1000,0.143,19000,2.714,2519,Female,80,Upcoming birthday,U.S. national,Alive,Hold,39:44.1
Susan Dey,427,7000,1000,0.143,7000,1,2558,Female,68,No upcoming birthday,U.S. national,Alive,Hold,39:45.4
Lisa Marie,428,7000,1000,0.143,395000,56.429,150,Female,52,No upcoming birthday,U.S. national,Alive,Hold,39:46.6
Benicio Del Toro,429,7000,1000,0.143,220000,31.429,1970,Male,53,No upcoming birthday,U.S. national,Alive,Hold,39:47.9
Vince Vaughn,430,7000,5000,0.714,637000,91,2269,Male,50,No upcoming birthday,U.S. national,Alive,Hold,39:49.2
Idina Menzel,431,7000,2000,0.286,1172000,167.429,2474,Female,49,No upcoming birthday,U.S. national,Alive,Hold,39:50.5
Gary Dourdan,432,7000,1000,0.143,27000,3.857,2372,Male,54,Upcoming birthday,U.S. national,Alive,Hold,39:51.8
Kate Winslet,433,7000,4000,0.571,629000,89.857,1746,Female,45,No upcoming birthday,Foreign to U.S.,Alive,Hold,39:53.1
Gerard Butler,434,7000,1000,0.143,425000,60.714,759,Male,51,No upcoming birthday,Foreign to U.S.,Alive,Hold,39:54.4
Rachel Maddow,435,7000,3000,0.429,588000,84,1366,Female,47,No upcoming birthday,U.S. national,Alive,Hold,39:55.6
Delroy Lindo,436,7000,1000,0.143,58000,8.286,206,Male,68,No upcoming birthday,Foreign to U.S.,Alive,Hold,39:56.8
Alison Brie,437,7000,9000,1.286,374000,53.429,704,Female,37,No upcoming birthday,U.S. national,Alive,Hold,39:58.2
Freddie Prinze Jr.,438,7000,1000,0.143,457000,65.286,2326,Male,44,No upcoming birthday,U.S. national,Alive,Hold,39:59.5
Aretha Franklin,439,7000,3000,0.429,3037000,433.857,846,Female,76,No upcoming birthday,U.S. national,Dead,Hold,40:00.7
Joseph Fiennes,440,7000,1000,0.143,652000,93.143,1428,Male,50,No upcoming birthday,Foreign to U.S.,Alive,Hold,40:01.9
Jon Bernthal,441,7000,1000,0.143,241000,34.429,2011,Male,43,No upcoming birthday,U.S. national,Alive,Hold,40:03.2
Stevie Nicks,442,7000,2000,0.286,370000,52.857,621,Female,72,No upcoming birthday,U.S. national,Alive,Hold,40:04.4
Kevin Smith,443,7000,1000,0.143,444000,63.429,1017,Male,50,No upcoming birthday,U.S. national,Alive,Hold,40:05.7
Billie Joe Armstrong,444,7000,2000,0.286,132000,18.857,235,Male,48,No upcoming birthday,U.S. national,Alive,Hold,40:07.0
John Lurie,445,7000,1000,0.143,14000,2,2483,Male,67,Upcoming birthday,U.S. national,Alive,Hold,40:08.4
Usher,446,7000,2000,0.286,367000,52.429,2299,NaN,NaN,NaN,NaN,NaN,Hold,40:11.6
Henry Jones,447,7000,1000,0.143,21000,3,2144,Male,86,No upcoming birthday,U.S. national,Dead,Hold,40:12.8
Mia Farrow,448,7000,2000,0.286,510000,72.857,2497,Female,75,No upcoming birthday,U.S. national,Alive,Hold,40:14.1
Channing Tatum,449,7000,5000,0.714,1102000,157.429,982,Male,40,No upcoming birthday,U.S. national,Alive,Hold,40:15.4
Conchata Ferrell,450,7000,1000,0.143,279000,39.857,58,Female,77,No upcoming birthday,U.S. national,Alive,Hold,40:16.7
Ariana Richards,451,7000,1000,0.143,14000,2,2007,Female,41,No upcoming birthday,U.S. national,Alive,Hold,40:18.0
Lorde,452,7000,3000,0.429,1196000,170.857,2509,Female,24,No upcoming birthday,Foreign to U.S.,Alive,Hold,40:19.7
Moises Arias,453,7000,1000,0.143,567000,81,2408,Male,26,No upcoming birthday,U.S. national,Alive,Hold,40:20.8
Justina Machado,454,7000,5000,0.714,84000,12,17,Female,48,No upcoming birthday,U.S. national,Alive,Hold,40:22.1
Michael Buble,455,7000,2000,0.286,279000,39.857,1496,Male,45,No upcoming birthday,Foreign to U.S.,Alive,Hold,40:23.3
Steven Spielberg,456,7000,3000,0.429,504000,72,987,Male,73,Upcoming birthday,U.S. national,Alive,Hold,40:24.6
Ashanti,457,7000,2000,0.286,95000,13.571,2187,Female,40,No upcoming birthday,U.S. national,Alive,Hold,40:26.3
Alan Tudyk,458,7000,1000,0.143,112000,16,2101,Male,49,No upcoming birthday,U.S. national,Alive,Hold,40:27.6
Carey Mulligan,459,7000,3000,0.429,307000,43.857,1890,Female,35,No upcoming birthday,Foreign to U.S.,Alive,Hold,40:28.8
Saoirse Ronan,460,7000,3000,0.429,250000,35.714,1103,Female,26,No upcoming birthday,U.S. national,Alive,Hold,40:30.0
Peter Stormare,461,7000,1000,0.143,56000,8,2374,Male,67,No upcoming birthday,Foreign to U.S.,Alive,Hold,40:31.3
Bill Nye,462,7000,2000,0.286,195000,27.857,1562,NaN,NaN,NaN,NaN,NaN,Hold,40:33.9
Jesse White,463,7000,3000,0.429,49000,7,3,NaN,NaN,NaN,NaN,NaN,Hold,40:36.3
Christina Aguilera,464,7000,1000,0.143,699000,99.857,2306,Female,39,Upcoming birthday,U.S. national,Alive,Hold,40:37.9
Max Minghella,465,7000,1000,0.143,64000,9.143,2294,Male,35,No upcoming birthday,Foreign to U.S.,Alive,Hold,40:39.3
Lindsay Lohan,466,7000,2000,0.286,937000,133.857,2425,Female,34,No upcoming birthday,U.S. national,Alive,Hold,40:40.7
Giancarlo Esposito,467,7000,2000,0.286,103000,14.714,1425,Male,62,No upcoming birthday,Foreign to U.S.,Alive,Hold,40:41.9
Toni Collette,468,7000,2000,0.286,132000,18.857,917,Female,48,No upcoming birthday,Foreign to U.S.,Alive,Hold,40:43.2
Fionnula Flanagan,469,7000,1000,0.143,21000,3,2243,Female,79,No upcoming birthday,Foreign to U.S.,Alive,Hold,40:44.7
Ellen Burstyn,470,7000,1000,0.143,119000,17,2498,Female,88,No upcoming birthday,U.S. national,Alive,Hold,40:46.0
Laura Dern,471,7000,1000,0.143,575000,82.143,305,Female,53,No upcoming birthday,U.S. national,Alive,Hold,40:47.3
Judy Garland,472,7000,2000,0.286,193000,27.571,580,Female,47,No upcoming birthday,U.S. national,Dead,Hold,40:48.6
Isabella Hofmann,473,7000,1000,0.143,7000,1,2557,Female,62,Upcoming birthday,U.S. national,Alive,Hold,40:49.9
David Koechner,474,7000,1000,0.143,166000,23.714,2549,Male,58,No upcoming birthday,U.S. national,Alive,Hold,40:51.2
John Cena,475,7000,4000,0.571,665000,95,969,Male,43,No upcoming birthday,U.S. national,Alive,Hold,40:52.5
Jennifer Ehle,476,7000,1000,0.143,77000,11,2590,Female,50,No upcoming birthday,U.S. national,Alive,Hold,40:54.3
Joseph Mazzello,477,7000,1000,0.143,33000,4.714,941,Male,37,No upcoming birthday,U.S. national,Alive,Hold,40:55.5
Ellen Page,478,7000,10000,1.429,815000,116.429,2490,NaN,NaN,NaN,NaN,NaN,Hold,40:58.0
Justine Bateman,479,7000,1000,0.143,16000,2.286,1396,Female,54,No upcoming birthday,U.S. national,Alive,Hold,40:59.3
Garth Brooks,480,7000,2000,0.286,373000,53.286,1498,Male,58,No upcoming birthday,U.S. national,Alive,Hold,41:00.5
Diane Kruger,481,7000,3000,0.429,217000,31,1606,Female,44,No upcoming birthday,Foreign to U.S.,Alive,Hold,41:01.8
Aaron Eckhart,482,7000,2000,0.286,246000,35.143,2512,Male,52,No upcoming birthday,U.S. national,Alive,Hold,41:03.3
Kevin Corrigan,483,7000,1000,0.143,35000,5,2067,Male,51,No upcoming birthday,U.S. national,Alive,Hold,41:04.6
Sting,484,7000,4000,0.571,347000,49.571,1489,Male,69,No upcoming birthday,Foreign to U.S.,Alive,Hold,41:06.0
Rob McElhenney,485,7000,1000,0.143,95000,13.571,1969,Male,43,No upcoming birthday,U.S. national,Alive,Hold,41:07.2
Jeff Lewis,486,7000,1000,0.143,127000,18.143,2164,NaN,NaN,NaN,NaN,NaN,Hold,41:10.3
